UF;Nome_UF;cod_mun_ibge;nome_mun;GADM_GID_2;pop_IBGE2020
31;Minas Gerais;3157377;Santa Cruz de Salinas;BRA.13.674_1; 4.107 
31;Minas Gerais;3157401;Santa Cruz do Escalvado;BRA.13.675_1; 4.725 
31;Minas Gerais;3157500;Santa Efigênia de Minas;BRA.13.676_1; 4.381 
31;Minas Gerais;3157609;Santa Fé de Minas;BRA.13.677_1; 3.826 
31;Minas Gerais;3157658;Santa Helena de Minas;BRA.13.678_1; 6.386 
31;Minas Gerais;3157708;Santa Juliana;BRA.13.679_1; 14.255 
31;Minas Gerais;3157807;Santa Luzia;BRA.13.680_1; 220.444 
31;Minas Gerais;3157906;Santa Margarida;BRA.13.681_1; 16.302 
31;Minas Gerais;3158003;Santa Maria de Itabira;BRA.13.682_1; 10.857 
31;Minas Gerais;3158102;Santa Maria do Salto;BRA.13.683_1; 5.217 
31;Minas Gerais;3158201;Santa Maria do Suaçuí;BRA.13.684_1; 14.611 
31;Minas Gerais;3159209;Santa Rita de Caldas;BRA.13.685_1; 8.924 
31;Minas Gerais;3159407;Santa Rita de Ibitipoca;BRA.13.688_1; 3.402 
31;Minas Gerais;3159308;Santa Rita de Jacutinga;BRA.13.686_1; 4.863 
31;Minas Gerais;3159357;Santa Rita de Minas;BRA.13.687_1; 7.268 
31;Minas Gerais;3159506;Santa Rita do Itueto;BRA.13.690_1; 5.457 
31;Minas Gerais;3159605;Santa Rita do Sapucaí;BRA.13.689_1; 43.753 
31;Minas Gerais;3159704;Santa Rosa da Serra;BRA.13.691_1; 3.357 
31;Minas Gerais;3159803;Santa Vitória;BRA.13.692_1; 19.872 
31;Minas Gerais;3158300;Santana da Vargem;BRA.13.693_1; 7.073 
31;Minas Gerais;3158409;Santana de Cataguases;BRA.13.694_1; 3.891 
31;Minas Gerais;3158508;Santana de Pirapama;BRA.13.695_1; 7.589 
31;Minas Gerais;3158607;Santana do Deserto;BRA.13.696_1; 3.981 
31;Minas Gerais;3158706;Santana do Garambéu;BRA.13.697_1; 2.476 
31;Minas Gerais;3158805;Santana do Jacaré;BRA.13.698_1; 4.834 
31;Minas Gerais;3158904;Santana do Manhuaçu;BRA.13.699_1; 8.667 
31;Minas Gerais;3158953;Santana do Paraíso;BRA.13.700_1; 35.369 
31;Minas Gerais;3159001;Santana do Riacho;BRA.13.701_1; 4.315 
31;Minas Gerais;3159100;Santana dos Montes;BRA.13.702_1; 3.765 
31;Minas Gerais;3159902;Santo Antônio do Amparo;BRA.13.703_1; 18.613 
31;Minas Gerais;3160009;Santo Antônio do Aventureiro;BRA.13.704_1; 3.602 
31;Minas Gerais;3160108;Santo Antônio do Grama;BRA.13.705_1; 3.886 
31;Minas Gerais;3160207;Santo Antônio do Itambé;BRA.13.667_1; 3.799 
31;Minas Gerais;3160306;Santo Antônio do Jacinto;BRA.13.706_1; 11.604 
31;Minas Gerais;3160405;Santo Antônio do Monte;BRA.13.707_1; 28.427 
31;Minas Gerais;3160454;Santo Antônio do Retiro;BRA.13.708_1; 7.297 
31;Minas Gerais;3160504;Santo Antônio do Rio Abaixo;BRA.13.668_1; 1.760 
31;Minas Gerais;3160603;Santo Hipólito;BRA.13.709_1; 3.065 
31;Minas Gerais;3160702;Santos Dumont;BRA.13.710_1; 46.421 
31;Minas Gerais;3160801;São Bento Abade;BRA.13.711_1; 5.349 
31;Minas Gerais;3160900;São Brás do Suaçuí;BRA.13.712_1; 3.754 
31;Minas Gerais;3160959;São Domingos das Dores;BRA.13.713_1; 5.658 
31;Minas Gerais;3161007;São Domingos do Prata;BRA.13.714_1; 17.327 
31;Minas Gerais;3161056;São Félix de Minas;BRA.13.715_1; 3.362 
31;Minas Gerais;3161106;São Francisco;BRA.13.719_1; 56.477 
31;Minas Gerais;3161205;São Francisco de Paula;BRA.13.716_1; 6.520 
31;Minas Gerais;3161304;São Francisco de Sales;BRA.13.717_1; 6.274 
31;Minas Gerais;3161403;São Francisco do Glória;BRA.13.718_1; 4.800 
31;Minas Gerais;3161502;São Geraldo;BRA.13.722_1; 12.562 
31;Minas Gerais;3161601;São Geraldo da Piedade;BRA.13.720_1; 3.910 
31;Minas Gerais;3161650;São Geraldo do Baixio;BRA.13.721_1; 4.059 
31;Minas Gerais;3161700;São Gonçalo do Abaeté;BRA.13.723_1; 8.459 
31;Minas Gerais;3161809;São Gonçalo do Pará;BRA.13.724_1; 12.597 
31;Minas Gerais;3161908;São Gonçalo do Rio Abaixo;BRA.13.725_1; 11.019 
42;Santa Catarina;4212650;Pescaria Brava;#N/A; 10.159 
31;Minas Gerais;3162005;São Gonçalo do Sapucaí;BRA.13.726_1; 25.561 
31;Minas Gerais;3162104;São Gotardo;BRA.13.727_1; 35.782 
31;Minas Gerais;3162203;São João Batista do Glória;BRA.13.728_1; 7.498 
31;Minas Gerais;3162252;São João da Lagoa;BRA.13.729_1; 4.932 
31;Minas Gerais;3162302;São João da Mata;BRA.13.730_1; 2.746 
31;Minas Gerais;3162401;São João da Ponte;BRA.13.731_1; 25.098 
31;Minas Gerais;3162450;São João das Missões;BRA.13.732_1; 13.125 
31;Minas Gerais;3162500;São João del Rei;BRA.13.733_1; 90.497 
31;Minas Gerais;3162559;São João do Manhuaçu;BRA.13.734_1; 11.674 
31;Minas Gerais;3162575;São João do Manteninha;BRA.13.735_1; 5.918 
31;Minas Gerais;3162609;São João do Oriente;BRA.13.736_1; 7.444 
31;Minas Gerais;3162658;São João do Pacuí;BRA.13.737_1; 4.448 
31;Minas Gerais;3162708;São João do Paraíso;BRA.13.738_1; 23.709 
31;Minas Gerais;3162807;São João Evangelista;BRA.13.739_1; 15.767 
31;Minas Gerais;3162906;São João Nepomuceno;BRA.13.740_1; 26.447 
31;Minas Gerais;3162922;São Joaquim de Bicas;BRA.13.741_1; 32.148 
31;Minas Gerais;3162948;São José da Barra;BRA.13.742_1; 7.480 
31;Minas Gerais;3162955;São José da Lapa;BRA.13.743_1; 24.135 
31;Minas Gerais;3163003;São José da Safira;BRA.13.744_1; 4.280 
31;Minas Gerais;3163102;São José da Varginha;BRA.13.745_1; 5.079 
31;Minas Gerais;3163201;São José do Alegre;BRA.13.746_1; 4.210 
31;Minas Gerais;3163300;São José do Divino;BRA.13.747_1; 3.856 
31;Minas Gerais;3163409;São José do Goiabal;BRA.13.748_1; 5.387 
31;Minas Gerais;3163508;São José do Jacuri;BRA.13.749_1; 6.431 
31;Minas Gerais;3163607;São José do Mantimento;BRA.13.750_1; 2.806 
31;Minas Gerais;3163706;São Lourenço;BRA.13.751_1; 46.202 
31;Minas Gerais;3163805;São Miguel do Anta;BRA.13.752_1; 6.944 
31;Minas Gerais;3163904;São Pedro da União;BRA.13.753_1; 4.610 
31;Minas Gerais;3164100;São Pedro do Suaçuí;BRA.13.754_1; 5.202 
31;Minas Gerais;3164001;São Pedro dos Ferros;BRA.13.755_1; 7.706 
31;Minas Gerais;3164209;São Romão;BRA.13.756_1; 12.529 
31;Minas Gerais;3164308;São Roque de Minas;BRA.13.757_1; 7.076 
31;Minas Gerais;3164407;São Sebastião da Bela Vista;BRA.13.758_1; 5.552 
31;Minas Gerais;3164431;São Sebastião da Vargem Alegre;BRA.13.765_1; 3.024 
31;Minas Gerais;3164472;São Sebastião do Anta;BRA.13.759_1; 6.627 
31;Minas Gerais;3164506;São Sebastião do Maranhão;BRA.13.760_1; 9.963 
31;Minas Gerais;3164605;São Sebastião do Oeste;BRA.13.761_1; 6.863 
31;Minas Gerais;3164704;São Sebastião do Paraíso;BRA.13.762_1; 71.445 
31;Minas Gerais;3164803;São Sebastião do Rio Preto;BRA.13.763_1; 1.492 
31;Minas Gerais;3164902;São Sebastião do Rio Verde;BRA.13.764_1; 2.250 
31;Minas Gerais;3165008;São Tiago;BRA.13.767_1; 10.960 
31;Minas Gerais;3165107;São Tomás de Aquino;BRA.13.768_1; 7.000 
31;Minas Gerais;3165206;São Thomé das Letras;BRA.13.766_1; 7.120 
31;Minas Gerais;3165305;São Vicente de Minas;BRA.13.769_1; 7.815 
31;Minas Gerais;3165404;Sapucaí-Mirim;BRA.13.770_1; 6.989 
31;Minas Gerais;3165503;Sardoá;BRA.13.771_1; 6.361 
31;Minas Gerais;3165537;Sarzedo;BRA.13.772_1; 33.413 
31;Minas Gerais;3165560;Sem-Peixe;BRA.13.773_1; 2.606 
31;Minas Gerais;3165578;Senador Amaral;BRA.13.774_1; 5.361 
31;Minas Gerais;3165602;Senador Cortes;BRA.13.775_1; 2.003 
31;Minas Gerais;3165701;Senador Firmino;BRA.13.776_1; 7.858 
31;Minas Gerais;3165800;Senador José Bento;BRA.13.777_1; 1.461 
31;Minas Gerais;3165909;Senador Modestino Gonçalves;BRA.13.778_1; 4.105 
31;Minas Gerais;3166006;Senhora de Oliveira;BRA.13.779_1; 5.786 
31;Minas Gerais;3166105;Senhora do Porto;BRA.13.780_1; 3.519 
31;Minas Gerais;3166204;Senhora dos Remédios;BRA.13.781_1; 10.467 
31;Minas Gerais;3166303;Sericita;BRA.13.782_1; 7.333 
31;Minas Gerais;3166402;Seritinga;BRA.13.783_1; 1.854 
31;Minas Gerais;3166501;Serra Azul de Minas;BRA.13.784_1; 4.292 
31;Minas Gerais;3166600;Serra da Saudade;BRA.13.785_1; 776 
31;Minas Gerais;3166808;Serra do Salitre;BRA.13.786_1; 11.668 
31;Minas Gerais;3166709;Serra dos Aimorés;BRA.13.787_1; 8.713 
31;Minas Gerais;3166907;Serrania;BRA.13.788_1; 7.668 
31;Minas Gerais;3166956;Serranópolis de Minas;BRA.13.789_1; 4.809 
31;Minas Gerais;3167004;Serranos;BRA.13.790_1; 1.956 
31;Minas Gerais;3167103;Serro;BRA.13.791_1; 20.940 
31;Minas Gerais;3167202;Sete Lagoas;BRA.13.792_1; 241.835 
31;Minas Gerais;3165552;Setubinha;BRA.13.793_1; 12.378 
31;Minas Gerais;3167301;Silveirânia;BRA.13.794_1; 2.264 
31;Minas Gerais;3167400;Silvianópolis;BRA.13.795_1; 6.248 
31;Minas Gerais;3167509;Simão Pereira;BRA.13.796_1; 2.618 
31;Minas Gerais;3167608;Simonésia;BRA.13.797_1; 19.736 
31;Minas Gerais;3167707;Sobrália;BRA.13.798_1; 5.514 
31;Minas Gerais;3167806;Soledade de Minas;BRA.13.799_1; 6.189 
31;Minas Gerais;3167905;Tabuleiro;BRA.13.800_1; 3.708 
31;Minas Gerais;3168002;Taiobeiras;BRA.13.801_1; 34.397 
31;Minas Gerais;3168051;Taparuba;BRA.13.802_1; 3.101 
31;Minas Gerais;3168101;Tapira;BRA.13.804_1; 4.832 
31;Minas Gerais;3168200;Tapiraí;BRA.13.803_1; 1.872 
31;Minas Gerais;3168309;Taquaraçu de Minas;BRA.13.805_1; 4.099 
31;Minas Gerais;3168408;Tarumirim;BRA.13.806_1; 14.302 
31;Minas Gerais;3168507;Teixeiras;BRA.13.807_1; 11.670 
31;Minas Gerais;3168606;Teófilo Otoni;BRA.13.808_1; 140.937 
31;Minas Gerais;3168705;Timóteo;BRA.13.809_1; 90.568 
31;Minas Gerais;3168804;Tiradentes;BRA.13.810_1; 8.072 
31;Minas Gerais;3168903;Tiros;BRA.13.811_1; 6.424 
31;Minas Gerais;3169000;Tocantins;BRA.13.812_1; 16.715 
31;Minas Gerais;3169059;Tocos do Moji;BRA.13.813_1; 4.109 
31;Minas Gerais;3169109;Toledo;BRA.13.814_1; 6.297 
31;Minas Gerais;3169208;Tombos;BRA.13.815_1; 7.850 
31;Minas Gerais;3169307;Três Corações;BRA.13.816_1; 80.032 
31;Minas Gerais;3169356;Três Marias;BRA.13.817_1; 32.716 
31;Minas Gerais;3169406;Três Pontas;BRA.13.818_1; 56.940 
31;Minas Gerais;3169505;Tumiritinga;BRA.13.819_1; 6.765 
31;Minas Gerais;3169604;Tupaciguara;BRA.13.820_1; 25.398 
31;Minas Gerais;3169703;Turmalina;BRA.13.821_1; 20.125 
31;Minas Gerais;3169802;Turvolândia;BRA.13.822_1; 5.070 
31;Minas Gerais;3169901;Ubá;BRA.13.823_1; 116.797 
31;Minas Gerais;3170008;Ubaí;BRA.13.824_1; 12.599 
31;Minas Gerais;3170057;Ubaporanga;BRA.13.825_1; 12.493 
31;Minas Gerais;3170107;Uberaba;BRA.13.826_1; 337.092 
31;Minas Gerais;3170206;Uberlândia;BRA.13.827_1; 699.097 
31;Minas Gerais;3170305;Umburatiba;BRA.13.828_1; 2.596 
31;Minas Gerais;3170404;Unaí;BRA.13.829_1; 84.930 
31;Minas Gerais;3170438;União de Minas;BRA.13.830_1; 4.284 
31;Minas Gerais;3170479;Uruana de Minas;BRA.13.831_1; 3.260 
31;Minas Gerais;3170503;Urucânia;BRA.13.832_1; 10.345 
31;Minas Gerais;3170529;Urucuia;BRA.13.833_1; 17.173 
31;Minas Gerais;3170578;Vargem Alegre;BRA.13.834_1; 6.470 
31;Minas Gerais;3170602;Vargem Bonita;BRA.13.835_1; 2.148 
31;Minas Gerais;3170651;Vargem Grande do Rio Pardo;BRA.13.836_1; 5.026 
31;Minas Gerais;3170701;Varginha;BRA.13.837_1; 136.602 
31;Minas Gerais;3170750;Varjão de Minas;BRA.13.838_1; 7.138 
31;Minas Gerais;3170800;Várzea da Palma;BRA.13.839_1; 39.803 
31;Minas Gerais;3170909;Varzelândia;BRA.13.840_1; 19.305 
52;Goiás;5216304;Paranaiguara;#N/A; 10.140 
31;Minas Gerais;3171030;Verdelândia;BRA.13.841_1; 9.443 
31;Minas Gerais;3171071;Veredinha;BRA.13.842_1; 5.727 
31;Minas Gerais;3171105;Veríssimo;BRA.13.843_1; 4.045 
31;Minas Gerais;3171154;Vermelho Novo;BRA.13.844_1; 4.846 
31;Minas Gerais;3171204;Vespasiano;BRA.13.845_1; 129.765 
31;Minas Gerais;3171303;Viçosa;BRA.13.846_1; 79.388 
31;Minas Gerais;3171402;Vieiras;BRA.13.847_1; 3.589 
31;Minas Gerais;3171600;Virgem da Lapa;BRA.13.848_1; 13.740 
31;Minas Gerais;3171709;Virgínia;BRA.13.849_1; 8.663 
31;Minas Gerais;3171808;Virginópolis;BRA.13.850_1; 10.484 
31;Minas Gerais;3171907;Virgolândia;BRA.13.851_1; 5.340 
31;Minas Gerais;3172004;Visconde do Rio Branco;BRA.13.852_1; 42.965 
31;Minas Gerais;3172103;Volta Grande;BRA.13.853_1; 5.261 
31;Minas Gerais;3172202;Wenceslau Braz;BRA.13.854_1; 2.548 
32;Espírito Santo;3200102;Afonso Cláudio;BRA.8.1_1; 30.455 
32;Espírito Santo;3200169;Água Doce do Norte;BRA.8.2_1; 10.909 
32;Espírito Santo;3200136;Águia Branca;BRA.8.27_1; 9.631 
32;Espírito Santo;3200201;Alegre;BRA.8.3_1; 29.975 
32;Espírito Santo;3200300;Alfredo Chaves;BRA.8.4_1; 14.636 
32;Espírito Santo;3200359;Alto Rio Novo;BRA.8.5_1; 7.874 
32;Espírito Santo;3200409;Anchieta;BRA.8.6_1; 29.779 
32;Espírito Santo;3200508;Apiacá;BRA.8.7_1; 7.554 
32;Espírito Santo;3200607;Aracruz;BRA.8.8_1; 103.101 
32;Espírito Santo;3200706;Atílio Vivácqua;BRA.8.9_1; 12.105 
32;Espírito Santo;3200805;Baixo Guandu;BRA.8.10_1; 31.132 
32;Espírito Santo;3200904;Barra de São Francisco;BRA.8.11_1; 44.979 
32;Espírito Santo;3201001;Boa Esperança;BRA.8.12_1; 15.092 
32;Espírito Santo;3201100;Bom Jesus do Norte;BRA.8.13_1; 9.962 
32;Espírito Santo;3201159;Brejetuba;BRA.8.14_1; 12.427 
32;Espírito Santo;3201209;Cachoeiro de Itapemirim;BRA.8.15_1; 210.589 
32;Espírito Santo;3201308;Cariacica;BRA.8.16_1; 383.917 
32;Espírito Santo;3201407;Castelo;BRA.8.17_1; 37.747 
32;Espírito Santo;3201506;Colatina;BRA.8.18_1; 123.400 
32;Espírito Santo;3201605;Conceição da Barra;BRA.8.19_1; 31.273 
32;Espírito Santo;3201704;Conceição do Castelo;BRA.8.20_1; 12.806 
32;Espírito Santo;3201803;Divino de São Lourenço;BRA.8.21_1; 4.270 
32;Espírito Santo;3201902;Domingos Martins;BRA.8.22_1; 33.986 
32;Espírito Santo;3202009;Dores do Rio Preto;BRA.8.23_1; 6.771 
32;Espírito Santo;3202108;Ecoporanga;BRA.13.266_1; 22.835 
32;Espírito Santo;3202207;Fundão;BRA.8.24_1; 21.948 
13;Amazonas;1302009;Itapiranga;#N/A; 9.230 
32;Espírito Santo;3202306;Guaçuí;BRA.8.25_1; 31.122 
32;Espírito Santo;3202405;Guarapari;BRA.8.26_1; 126.701 
32;Espírito Santo;3202454;Ibatiba;BRA.8.28_1; 26.426 
32;Espírito Santo;3202504;Ibiraçu;BRA.8.29_1; 12.591 
32;Espírito Santo;3202553;Ibitirama;BRA.8.30_1; 8.859 
32;Espírito Santo;3202603;Iconha;BRA.8.31_1; 13.973 
32;Espírito Santo;3202652;Irupi;BRA.8.34_1; 13.526 
32;Espírito Santo;3202702;Itaguaçu;BRA.8.35_1; 14.023 
32;Espírito Santo;3202801;Itapemirim;BRA.8.36_1; 34.656 
32;Espírito Santo;3202900;Itarana;BRA.8.37_1; 10.494 
32;Espírito Santo;3203007;Iúna;BRA.8.38_1; 29.290 
32;Espírito Santo;3203056;Jaguaré;BRA.8.39_1; 31.039 
32;Espírito Santo;3203106;Jerônimo Monteiro;BRA.8.40_1; 12.265 
32;Espírito Santo;3203130;João Neiva;BRA.8.41_1; 16.722 
32;Espírito Santo;3203163;Laranja da Terra;BRA.8.42_1; 10.933 
32;Espírito Santo;3203205;Linhares;BRA.8.43_1; 176.688 
32;Espírito Santo;3203304;Mantenópolis;BRA.8.44_1; 15.503 
32;Espírito Santo;3203320;Marataízes;BRA.8.45_1; 38.883 
32;Espírito Santo;3203346;Marechal Floriano;BRA.8.46_1; 16.920 
32;Espírito Santo;3203353;Marilândia;BRA.8.47_1; 12.963 
32;Espírito Santo;3203403;Mimoso do Sul;BRA.8.48_1; 26.115 
32;Espírito Santo;3203502;Montanha;BRA.8.49_1; 18.894 
32;Espírito Santo;3203601;Mucurici;BRA.8.50_1; 5.496 
32;Espírito Santo;3203700;Muniz Freire;BRA.8.51_1; 17.319 
32;Espírito Santo;3203809;Muqui;BRA.8.52_1; 15.526 
32;Espírito Santo;3203908;Nova Venécia;BRA.8.53_1; 50.434 
32;Espírito Santo;3204005;Pancas;BRA.8.54_1; 23.306 
32;Espírito Santo;3204054;Pedro Canário;BRA.8.55_1; 26.381 
32;Espírito Santo;3204104;Pinheiros;BRA.8.56_1; 27.327 
32;Espírito Santo;3204203;Piúma;BRA.8.57_1; 22.053 
32;Espírito Santo;3204252;Ponto Belo;BRA.8.58_1; 7.940 
32;Espírito Santo;3204302;Presidente Kennedy;BRA.8.59_1; 11.658 
32;Espírito Santo;3204351;Rio Bananal;BRA.8.60_1; 19.271 
32;Espírito Santo;3204401;Rio Novo do Sul;BRA.8.61_1; 11.626 
32;Espírito Santo;3204500;Santa Leopoldina;BRA.8.62_1; 12.197 
32;Espírito Santo;3204559;Santa Maria de Jetibá;BRA.8.63_1; 41.015 
32;Espírito Santo;3204609;Santa Teresa;BRA.8.64_1; 23.724 
32;Espírito Santo;3204658;São Domingos do Norte;BRA.8.65_1; 8.687 
32;Espírito Santo;3204708;São Gabriel da Palha;BRA.8.66_1; 38.522 
32;Espírito Santo;3204807;São José do Calçado;BRA.8.67_1; 10.546 
32;Espírito Santo;3204906;São Mateus;BRA.8.68_1; 132.642 
32;Espírito Santo;3204955;São Roque do Canaã;BRA.8.69_1; 12.510 
32;Espírito Santo;3205002;Serra;BRA.8.70_1; 527.240 
32;Espírito Santo;3205010;Sooretama;BRA.8.71_1; 30.680 
32;Espírito Santo;3205036;Vargem Alta;BRA.8.72_1; 21.591 
32;Espírito Santo;3205069;Venda Nova do Imigrante;BRA.8.73_1; 25.745 
32;Espírito Santo;3205101;Viana;BRA.8.74_1; 79.500 
32;Espírito Santo;3205150;Vila Pavão;BRA.8.75_1; 9.244 
32;Espírito Santo;3205176;Vila Valério;BRA.8.76_1; 14.073 
32;Espírito Santo;3205200;Vila Velha;BRA.8.77_1; 501.325 
32;Espírito Santo;3205309;Vitória;BRA.8.78_1; 365.855 
33;Rio de Janeiro;3300100;Angra dos Reis;BRA.19.1_1; 207.044 
33;Rio de Janeiro;3300159;Aperibé;BRA.19.2_1; 11.901 
33;Rio de Janeiro;3300209;Araruama;BRA.19.3_1; 134.293 
33;Rio de Janeiro;3300225;Areal;BRA.19.4_1; 12.669 
33;Rio de Janeiro;3300233;Armação dos Búzios;BRA.19.5_1; 34.477 
33;Rio de Janeiro;3300258;Arraial do Cabo;BRA.19.6_1; 30.593 
33;Rio de Janeiro;3300308;Barra do Piraí;BRA.19.7_1; 100.764 
33;Rio de Janeiro;3300407;Barra Mansa;BRA.19.8_1; 184.833 
33;Rio de Janeiro;3300456;Belford Roxo;BRA.19.9_1; 513.118 
33;Rio de Janeiro;3300506;Bom Jardim;BRA.19.10_1; 27.616 
33;Rio de Janeiro;3300605;Bom Jesus do Itabapoana;BRA.19.11_1; 37.203 
33;Rio de Janeiro;3300704;Cabo Frio;BRA.19.12_1; 230.378 
33;Rio de Janeiro;3300803;Cachoeiras de Macacu;BRA.19.13_1; 59.303 
33;Rio de Janeiro;3300902;Cambuci;BRA.19.14_1; 15.514 
33;Rio de Janeiro;3301009;Campos dos Goytacazes;BRA.19.15_1; 511.168 
33;Rio de Janeiro;3301108;Cantagalo;BRA.19.16_1; 20.168 
33;Rio de Janeiro;3300936;Carapebus;BRA.19.18_1; 16.586 
33;Rio de Janeiro;3301157;Cardoso Moreira;BRA.19.17_1; 12.821 
33;Rio de Janeiro;3301207;Carmo;BRA.19.19_1; 19.030 
33;Rio de Janeiro;3301306;Casimiro de Abreu;BRA.19.20_1; 45.041 
33;Rio de Janeiro;3300951;Comendador Levy Gasparian;BRA.19.21_1; 8.576 
33;Rio de Janeiro;3301405;Conceição de Macabu;BRA.19.22_1; 23.398 
33;Rio de Janeiro;3301504;Cordeiro;BRA.19.23_1; 22.041 
33;Rio de Janeiro;3301603;Duas Barras;BRA.19.24_1; 11.528 
33;Rio de Janeiro;3301702;Duque de Caxias;BRA.19.25_1; 924.624 
33;Rio de Janeiro;3301801;Engenheiro Paulo de Frontin;BRA.19.26_1; 14.071 
33;Rio de Janeiro;3301850;Guapimirim;BRA.19.27_1; 61.388 
33;Rio de Janeiro;3301876;Iguaba Grande;BRA.19.28_1; 28.837 
33;Rio de Janeiro;3301900;Itaboraí;BRA.19.29_1; 242.543 
33;Rio de Janeiro;3302007;Itaguaí;BRA.19.30_1; 134.819 
33;Rio de Janeiro;3302056;Italva;BRA.19.31_1; 15.299 
33;Rio de Janeiro;3302106;Itaocara;BRA.19.32_1; 23.222 
33;Rio de Janeiro;3302205;Itaperuna;BRA.19.33_1; 103.800 
33;Rio de Janeiro;3302254;Itatiaia;BRA.19.34_1; 32.064 
33;Rio de Janeiro;3302270;Japeri;BRA.19.35_1; 105.548 
33;Rio de Janeiro;3302304;Laje do Muriaé;BRA.19.36_1; 7.326 
33;Rio de Janeiro;3302403;Macaé;BRA.19.37_1; 261.501 
33;Rio de Janeiro;3302452;Macuco;BRA.19.38_1; 5.623 
33;Rio de Janeiro;3302502;Magé;BRA.19.39_1; 246.433 
33;Rio de Janeiro;3302601;Mangaratiba;BRA.19.40_1; 45.220 
33;Rio de Janeiro;3302700;Maricá;BRA.19.41_1; 164.504 
33;Rio de Janeiro;3302809;Mendes;BRA.19.42_1; 18.648 
43;Rio Grande do Sul;4319802;São Vicente do Sul;#N/A; 8.732 
33;Rio de Janeiro;3302908;Miguel Pereira;BRA.19.43_1; 25.581 
33;Rio de Janeiro;3303005;Miracema;BRA.19.44_1; 27.154 
33;Rio de Janeiro;3303104;Natividade;BRA.19.45_1; 15.311 
33;Rio de Janeiro;3303203;Nilópolis;BRA.19.46_1; 162.693 
33;Rio de Janeiro;3303302;Niterói;BRA.19.47_1; 515.317 
33;Rio de Janeiro;3303401;Nova Friburgo;BRA.19.48_1; 191.158 
33;Rio de Janeiro;3303500;Nova Iguaçu;BRA.19.49_1; 823.302 
33;Rio de Janeiro;3303609;Paracambi;BRA.19.50_1; 52.683 
33;Rio de Janeiro;3303708;Paraíba do Sul;BRA.19.51_1; 44.518 
33;Rio de Janeiro;3303807;Paraty;BRA.19.52_1; 43.680 
33;Rio de Janeiro;3303856;Paty do Alferes;BRA.19.53_1; 27.858 
33;Rio de Janeiro;3303906;Petrópolis;BRA.19.54_1; 306.678 
33;Rio de Janeiro;3303955;Pinheiral;BRA.19.55_1; 25.364 
33;Rio de Janeiro;3304003;Piraí;BRA.19.56_1; 29.545 
33;Rio de Janeiro;3304102;Porciúncula;BRA.19.57_1; 18.960 
33;Rio de Janeiro;3304110;Porto Real;BRA.19.58_1; 19.974 
33;Rio de Janeiro;3304128;Quatis;BRA.19.59_1; 14.435 
33;Rio de Janeiro;3304144;Queimados;BRA.19.60_1; 151.335 
33;Rio de Janeiro;3304151;Quissamã;BRA.19.61_1; 25.126 
33;Rio de Janeiro;3304201;Resende;BRA.19.62_1; 132.312 
33;Rio de Janeiro;3304300;Rio Bonito;BRA.19.63_1; 60.573 
33;Rio de Janeiro;3304409;Rio Claro;BRA.19.64_1; 18.605 
33;Rio de Janeiro;3304508;Rio das Flores;BRA.19.65_1; 9.344 
33;Rio de Janeiro;3304524;Rio das Ostras;BRA.19.66_1; 155.193 
33;Rio de Janeiro;3304557;Rio de Janeiro;BRA.19.67_1; 6.747.815 
33;Rio de Janeiro;3304607;Santa Maria Madalena;BRA.19.68_1; 10.392 
33;Rio de Janeiro;3304706;Santo Antônio de Pádua;BRA.19.69_1; 42.594 
33;Rio de Janeiro;3304805;São Fidélis;BRA.19.70_1; 38.710 
33;Rio de Janeiro;3304755;São Francisco de Itabapoana;BRA.19.71_1; 42.210 
33;Rio de Janeiro;3304904;São Gonçalo;BRA.19.72_1; 1.091.737 
33;Rio de Janeiro;3305000;São João da Barra;BRA.19.73_1; 36.423 
33;Rio de Janeiro;3305109;São João de Meriti;BRA.19.74_1; 472.906 
33;Rio de Janeiro;3305133;São José de Ubá;BRA.19.75_1; 7.206 
33;Rio de Janeiro;3305158;São José do Vale do Rio Preto;BRA.19.76_1; 21.916 
33;Rio de Janeiro;3305208;São Pedro da Aldeia;BRA.19.77_1; 106.049 
33;Rio de Janeiro;3305307;São Sebastião do Alto;BRA.19.78_1; 9.387 
33;Rio de Janeiro;3305406;Sapucaia;BRA.19.79_1; 18.249 
33;Rio de Janeiro;3305505;Saquarema;BRA.19.80_1; 90.583 
33;Rio de Janeiro;3305554;Seropédica;BRA.19.81_1; 83.092 
33;Rio de Janeiro;3305604;Silva Jardim;BRA.19.82_1; 21.774 
33;Rio de Janeiro;3305703;Sumidouro;BRA.19.83_1; 15.667 
33;Rio de Janeiro;3305752;Tanguá;BRA.19.84_1; 34.610 
33;Rio de Janeiro;3305802;Teresópolis;BRA.19.85_1; 184.240 
33;Rio de Janeiro;3305901;Trajano de Moraes;BRA.19.86_1; 10.640 
33;Rio de Janeiro;3306008;Três Rios;BRA.19.87_1; 82.142 
33;Rio de Janeiro;3306107;Valença;BRA.19.88_1; 76.869 
33;Rio de Janeiro;3306156;Varre-Sai;BRA.19.89_1; 11.106 
33;Rio de Janeiro;3306206;Vassouras;BRA.19.90_1; 37.083 
33;Rio de Janeiro;3306305;Volta Redonda;BRA.19.91_1; 273.988 
35;São Paulo;3500105;Adamantina;BRA.25.1_1; 35.111 
35;São Paulo;3500204;Adolfo;BRA.25.2_1; 3.554 
35;São Paulo;3500303;Aguaí;BRA.25.3_1; 36.648 
